id,kind,date,title,url,categories,words,seo_title_len,desc_len,missing_desc,noindex,thin(<300)
88776,post,2025-08-21,How Malaysia Chooses Failure in Esports,https://kitamen.my/2025/08/21/how-malaysia-chooses-failure-in-esports/,Uncategorized,3,71,0,YES,,YES
88773,post,2025-08-21,How Malaysia Mistakes Entertainment for Infrastructure,https://kitamen.my/2025/08/21/carnivals-at-the-national-stage/,Government &amp; Institution; Industry Insights,3,86,0,YES,,YES
88791,page,2025-08-21,Malaysia Esports Alternate Universe,https://kitamen.my/esportsalternate/,,3,67,0,YES,,
88767,post,2025-08-20,Malaysia’s Esports Betrayal,https://kitamen.my/2025/08/20/malaysias-esports-betrayal/,Government &amp; Institution; Industry Insights,3,59,0,YES,,YES
88763,post,2025-08-19,PlayPod Lite for TMG – Proposal 19-8-2025,https://kitamen.my/2025/08/19/playpod-tmg/,Uncategorized,2,73,0,YES,,YES
88755,post,2025-08-19,TGV Pilot Impact Report,https://kitamen.my/2025/08/19/tgv-pilot-impact-report/,Uncategorized,2,55,0,YES,,YES
88728,post,2025-08-16,Behind the Scenes: How Kitamen Powers the Cultural Infrastructure Inside TGV Cinemas,https://kitamen.my/2025/08/16/behind-the-scenes-how-kitamen-powers-the-cultural-infrastructure-inside-tgv-cinemas/,Brands &amp; Sponsors; Event Management; Gamers &amp; Community,717,116,0,YES,,
88725,post,2025-08-16,From Watchers to Creators: How TGV is Tapping Malaysia’s Creator Economy Inside Cinemas,https://kitamen.my/2025/08/16/from-watchers-to-creators-how-tgv-is-tapping-malaysias-creator-economy-inside-cinemas/,Brands &amp; Sponsors,692,119,0,YES,,
88722,post,2025-08-16,"How IP Owners Can Launch Across Film, Game, and Merch — All Inside a Cinema",https://kitamen.my/2025/08/16/how-ip-owners-can-launch-across-film-game-and-merch-all-inside-a-cinema/,Brands &amp; Sponsors; Event Management; Gamers &amp; Community,763,107,0,YES,,
88719,post,2025-08-16,KLCC is Next: How TGV is Scaling Cultureplexes Across Malaysia,https://kitamen.my/2025/08/16/klcc-is-next-how-tgv-is-scaling-cultureplexes-across-malaysia/,Brands &amp; Sponsors; Gamers &amp; Community,740,94,0,YES,,
88716,post,2025-08-16,PlayPod: How Permanent Gaming Hubs Are Redefining Cinemas in Malaysia,https://kitamen.my/2025/08/16/playpod-how-permanent-gaming-hubs-are-redefining-cinemas-in-malaysia/,Brands &amp; Sponsors; Community FAQs; Event Management; Gamers &amp; Community,769,101,0,YES,,
88707,post,2025-08-16,TGV: Reimagining the Cinema as Malaysia’s Cultural Epicenter,https://kitamen.my/2025/08/16/tgv-reimagining-the-cinema-as-malaysias-cultural-epicenter/,Brands &amp; Sponsors; Community FAQs; Education &amp; Youth; Event Management; Gamers &amp; Community; Industry Insights,854,92,0,YES,,
88704,post,2025-08-16,"Esports Salaries in Malaysia 2025: How Much Do Players, Casters, and Coaches Earn?",https://kitamen.my/2025/08/16/esports-salaries-in-malaysia-2025-how-much-do-players-casters-and-coaches-earn/,Community FAQs; Event Management; Industry Insights; Players &amp; Talent,566,114,0,YES,,
88698,post,2025-08-16,Esports Coach in Malaysia 2025: The Strategists Behind Every Victory,https://kitamen.my/2025/08/16/esports-coach-in-malaysia-2025-the-strategists-behind-every-victory/,Education &amp; Youth; Gamers &amp; Community; Industry Insights,635,100,0,YES,,
88693,post,2025-08-11,Esports Analyst: The Data-Driven Minds of Malaysian Esports (2025),https://kitamen.my/2025/08/11/esports-analyst-the-data-driven-minds-of-malaysian-esports-2025/,Community FAQs; Education &amp; Youth; Players &amp; Talent; Tech &amp; Innovation,663,98,0,YES,,
88687,post,2025-08-11,Pro Player: Malaysia’s Path to Esports Stardom in 2025,https://kitamen.my/2025/08/11/pro-player-malaysias-path-to-esports-stardom-in-2025/,Community FAQs; Gamers &amp; Community; Industry Insights; Players &amp; Talent,563,86,0,YES,,
88684,post,2025-08-11,Esports Careers in Malaysia: The Complete 2025 Guide,https://kitamen.my/2025/08/11/esports-careers-in-malaysia-the-complete-2025-guide/,Education &amp; Youth; Government &amp; Institution; Industry Insights,586,84,0,YES,,
88677,post,2025-08-11,MPL Malaysia Shoutcasters: Complete 2025 Line-Up,https://kitamen.my/2025/08/11/mpl-malaysia-shoutcasters-complete-2025-line-up/,Industry Insights; Players &amp; Talent,737,80,0,YES,,
88674,post,2025-08-11,Esports Broadcasting in Malaysia: The Complete 2025 Guide,https://kitamen.my/2025/08/11/esports-broadcasting-in-malaysia-the-complete-2025-guide/,Brands &amp; Sponsors; Industry Insights; Media; Tech &amp; Innovation,613,89,0,YES,,
88671,post,2025-08-11,How Esports Events in Malaysia Integrate Sponsors into Broadcasts,https://kitamen.my/2025/08/11/how-esports-events-in-malaysia-integrate-sponsors-into-broadcasts/,Brands &amp; Sponsors; Event Management; Tech &amp; Innovation,414,97,0,YES,,
88668,post,2025-08-11,Malaysian Esports Broadcasting: Behind-the-Scenes Roles You Didn’t See,https://kitamen.my/2025/08/11/malaysian-esports-broadcasting-behind-the-scenes-roles-you-didnt-see/,Event Management; Players &amp; Talent; Tech &amp; Innovation,440,102,0,YES,,
88663,post,2025-08-11,Glosari & Istilah Tadbir Urus Esukan Malaysia (2025) — dwibahasa BM + EN,https://kitamen.my/2025/08/11/glosari-istilah-tadbir-urus-esukan-malaysia-2025-dwibahasa-bm-en/,Community FAQs; Government &amp; Institution; Industry Insights,907,104,0,YES,,
88660,post,2025-08-11,Glosari & Istilah Tadbir Urus Esukan Malaysia (2025),https://kitamen.my/2025/08/11/glosari-istilah-tadbir-urus-esukan-malaysia-2025/,Community FAQs; Government &amp; Institution; Industry Insights,812,84,0,YES,,
88657,post,2025-08-11,Alternatif kepada MESF: Pilihan & Laluan untuk Pemain Industri Esukan Malaysia (2025),https://kitamen.my/2025/08/11/alternatif-kepada-mesf-pilihan-laluan-untuk-pemain-industri-esukan-malaysia-2025/,Brands &amp; Sponsors; Esports; Event Management; Government &amp; Institution,591,117,0,YES,,
88654,post,2025-08-11,Sejarah & Evolusi MESF: Dari Penubuhan ke 2025,https://kitamen.my/2025/08/11/sejarah-evolusi-mesf-dari-penubuhan-ke-2025/,Government &amp; Institution; Industry Insights,763,78,0,YES,,
88651,post,2025-08-11,Soalan Lazim tentang MESF di Malaysia (FAQ 2025),https://kitamen.my/2025/08/11/soalan-lazim-tentang-mesf-di-malaysia-faq-2025/,Government &amp; Institution,610,80,0,YES,,
88648,post,2025-08-11,Malaysia Menuju Kepimpinan Serantau: Pengajaran dari Riyadh 2025,https://kitamen.my/2025/08/11/malaysia-menuju-kepimpinan-serantau-pengajaran-dari-riyadh-2025/,Brands &amp; Sponsors; Esports; Event Management; Government &amp; Institution,703,96,0,YES,,
88645,post,2025-08-11,Kerjasama Global MESF & Implikasi kepada Ekosistem Esukan Malaysia 2025,https://kitamen.my/2025/08/11/kerjasama-global-mesf-implikasi-kepada-ekosistem-esukan-malaysia-2025/,Government &amp; Institution,443,103,0,YES,,
88642,post,2025-08-11,Debat Tadbir Urus Esukan Malaysia: MEGA vs MESF (2025),https://kitamen.my/2025/08/11/debat-tadbir-urus-esukan-malaysia-mega-vs-mesf-2025/,Gamers &amp; Community,604,86,0,YES,,
88639,post,2025-08-11,Peranan & Kedudukan MESF dalam Ekosistem Esukan Malaysia 2025,https://kitamen.my/2025/08/11/peranan-kedudukan-mesf-dalam-ekosistem-esukan-malaysia-2025/,Government &amp; Institution; Industry Insights,747,93,0,YES,,
88636,post,2025-08-11,Polisi & Sokongan Kerajaan untuk Esukan Malaysia 2025,https://kitamen.my/2025/08/11/polisi-sokongan-kerajaan-untuk-esukan-malaysia-2025/,Esports; Government &amp; Institution; Media,450,85,0,YES,,
88633,post,2025-08-11,Peralatan Asas untuk Memulakan Streaming & Esukan di Malaysia 2025,https://kitamen.my/2025/08/11/peralatan-asas-untuk-memulakan-streaming-esukan-di-malaysia-2025/,Education &amp; Youth; Gamers &amp; Community; Tech &amp; Innovation,530,98,0,YES,,
88630,post,2025-08-11,Panduan Menyertai Kejohanan Esukan di Malaysia 2025,https://kitamen.my/2025/08/11/panduan-menyertai-kejohanan-esukan-di-malaysia-2025/,Brands &amp; Sponsors; Community FAQs; Esports; Event Management,432,83,0,YES,,
88627,post,2025-08-11,Kerjaya dalam Esukan Malaysia: Panduan & Peluang 2025,https://kitamen.my/2025/08/11/kerjaya-dalam-esukan-malaysia-panduan-peluang-2025/,Education &amp; Youth; Government &amp; Institution; Industry Insights,499,85,0,YES,,
88624,post,2025-08-11,Industri Esukan Malaysia: Gambaran Lengkap 2025,https://kitamen.my/2025/08/11/industri-esukan-malaysia-gambaran-lengkap-2025/,Education &amp; Youth; Government &amp; Institution; Industry Insights,566,79,0,YES,,
88621,post,2025-08-11,Best Shoutcaster Equipment for 2025: Malaysia’s Complete Guide,https://kitamen.my/2025/08/11/best-shoutcaster-equipment-for-2025-malaysias-complete-guide/,Esports; Event Management; Players &amp; Talent; Tech &amp; Innovation,522,94,0,YES,,
88618,post,2025-08-11,The Future of Shoutcasting in Malaysia: 2025–2030 Outlook,https://kitamen.my/2025/08/11/the-future-of-shoutcasting-in-malaysia-2025-2030-outlook/,Gamers &amp; Community; Industry Insights; Tech &amp; Innovation,481,89,0,YES,,
88615,post,2025-08-11,How to Build Your Personal Brand as a Shoutcaster in Malaysia,https://kitamen.my/2025/08/11/how-to-build-your-personal-brand-as-a-shoutcaster-in-malaysia/,Education &amp; Youth; Gamers &amp; Community; Players &amp; Talent,524,93,0,YES,,
88612,post,2025-08-11,How to Become a Shoutcaster in Malaysia: A Complete 2025 Guide,https://kitamen.my/2025/08/11/how-to-become-a-shoutcaster-in-malaysia-a-complete-2025-guide/,Community FAQs; Education &amp; Youth; Players &amp; Talent,554,94,0,YES,,
88609,post,2025-08-11,Farizah: Malaysia’s Multilingual Bridge in Esports Broadcasting,https://kitamen.my/2025/08/11/farizah-malaysias-multilingual-bridge-in-esports-broadcasting/,Players &amp; Talent,367,95,0,YES,,
88606,post,2025-08-11,Shamilo: Malaysia’s Rising Female Voice in Esports Broadcasting,https://kitamen.my/2025/08/11/shamilo-malaysias-rising-female-voice-in-esports-broadcasting/,Players &amp; Talent,357,95,0,YES,,
